,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/project/openlane/user_proj,user_proj,user_proj,flow_completed,0h26m30s,-1,100196.39429295907,0.8266431866250001,15029.459143943859,15.34,1602.75,12424,0,0,0,0,0,0,0,15,0,0,-1,952246,144215,-6.99,-24.67,-1,0.0,-1,-6.99,-24.67,-1,0.0,-1,687326137.0,0.45,29.56,23.45,4.83,1.99,-1,17660,26760,2139,11239,0,0,0,17609,0,0,0,0,0,0,0,4,2004,2428,33,656,11385,0,12041,32.25806451612903,31,30,AREA 0,4,15,1,153.6,153.18,0.19,0.0,sky130_fd_sc_hd,4,4
